,File,Peaks
134,65MENA,"[277, 429, 577, 725, 873, 1021, 1165, 1309, 1453, 1597, 1745, 1889, 1889, 2037, 2193, 2193, 2348, 2497, 2649, 2805, 2957, 3105, 3257, 3409, 3564, 3717, 3869, 4020, 4169, 4316, 4464, 4612, 4760, 4905, 5056, 5205, 5356, 5500, 5649, 5800, 5949, 6096, 6244, 6389, 6536, 6680, 6821, 6968, 7109, 7252, 7396, 7541, 7685, 7829, 7976, 8124, 8269, 8409, 8549, 8689, 8833, 8973, 9113, 9260, 9404, 9548, 9689, 9840, 9984, 10132, 10276, 10420, 10561, 10701, 10844, 10981, 11124, 11268, 11409, 11557, 11701, 11845]"
135,WC38QG,"[374, 526, 678, 826, 978, 1130, 1278, 1430, 1582, 1734, 1885, 2034, 2186, 2334, 2485, 2630, 2774, 2921, 3066, 3213, 3361, 3513, 3669, 3825, 3977, 4133, 4289, 4493, 4597, 4745, 4897, 5048, 5196, 5344, 5492, 5640, 5785, 5932, 6080, 6228, 6376, 6520, 6668, 6816, 6964, 7112, 7259, 7407, 7552, 7699, 7847, 7991, 8135, 8135, 8279, 8427, 8571, 8719, 8719, 8839, 9011, 9155, 9303, 9451, 9598, 9743, 9890, 10034, 10182, 10330, 10478, 10626, 10774, 10922, 11070, 11217, 11365, 11510, 11657, 11769]"
136,3Y3OW3,"[369, 513, 657, 801, 937, 1077, 1217, 1357, 1497, 1637, 1781, 1925, 2069, 2217, 2365, 2513, 2665, 2665, 2812, 3020, 3128, 3284, 3440, 3596, 3748, 3748, 3824, 4112, 4204, 4360, 4512, 4668, 4828, 4984, 5139, 5287, 5287, 5555, 5555, 5867, 5867, 6071, 6071, 6223, 7599, 7754, 7907, 8062, 8214, 8362, 8514, 8662, 8814, 8962, 9493, 9710, 9858, 10006, 10157, 10309, 10461, 10609, 10761, 10917, 11069, 11221, 11373, 11525, 11673]"
137,KRC1ST,"[264, 415, 564, 715, 864, 1015, 1164, 1316, 1468, 1619, 1772, 1924, 2076, 2227, 2379, 2531, 2683, 2831, 2983, 3135, 3287, 3435, 3587, 3735, 3883, 4031, 4179, 4327, 4471, 4619, 4767, 4911, 5058, 5203, 5351, 5498, 5646, 5794, 5943, 6094, 6242, 6390, 6542, 6694, 6842, 6994, 7142, 7293, 7442, 7590, 7741, 7893, 8042, 8194, 8346, 8501, 8654, 8809, 8965, 9113, 9113, 9265, 9413, 9565, 9709, 9861, 10005, 10153, 10301, 10453, 10601, 10752, 10901, 11049, 11200, 11349, 11497, 11645, 11792]"
138,53STI8,"[290, 431, 567, 703, 839, 979, 1123, 1264, 1415, 1563, 1707, 1855, 1999, 2143, 2143, 2284, 2424, 2563, 2704, 2704, 2844, 2987, 3132, 3275, 3420, 3564, 3708, 3848, 3988, 4123, 4259, 4392, 4600, 4656, 4791, 4924, 5056, 5188, 5367, 5568, 5696, 5820, 5944, 6076, 6208, 6476, 6612, 6748, 6888, 7031, 7172, 7316, 7456, 7604, 7740, 7883, 8116, 8172, 8279, 8404, 8532, 8664, 8799, 8931, 9064, 9200, 9340, 9484, 9628, 9773, 9912, 10052, 10320, 10453, 10584, 10752, 10848, 10984, 11128, 11312, 11428, 11428, 11588, 11744]"
139,MX8EVJ,"[270, 401, 530, 662, 798, 937, 1081, 1226, 1373, 1373, 1514, 1654, 1789, 1938, 2050, 2178, 2305, 2434, 2566, 2702, 2846, 3065, 3065, 3146, 3305, 3461, 3618, 3774, 3926, 4073, 4217, 4350, 4485, 4617, 4742, 4881, 5017, 5157, 5306, 5469, 5629, 5790, 6106, 6262, 6413, 6558, 6705, 6849, 6990, 7138, 7286, 7437, 7585, 7738, 7881, 8026, 8170, 8314, 8453, 8593, 8734, 8734, 8874, 9014, 9154, 9294, 9434, 9582, 9726, 9874, 10018, 10170, 10318, 10466, 10610, 10610, 10758, 10906, 11050, 11194, 11334, 11470, 11606, 11734]"
140,CT7ISN,"[218, 383, 539, 694, 842, 994, 2138, 2274, 2414, 2554, 2698, 2838, 2978, 3130, 3282, 3437, 3586, 3746, 3898, 4046, 4194, 4342, 4490, 4638, 4785, 4937, 5082, 5230, 5385, 5538, 5690, 5838, 5989, 6138, 6286, 6430, 6578, 6730, 6881, 7030, 7185, 7337, 7337, 7485, 7634, 7778, 7930, 8074, 8222, 8373, 8526, 8674, 8829, 8978, 9129, 9277, 9422, 9573, 9718, 9866, 10014, 10165, 10309, 10454, 10601, 10750, 10893, 11041, 11186, 11334, 11478, 11625, 11770]"
141,RNYD3M,"[3858, 3977, 4097, 4215, 4334, 4454, 4575, 4694, 4814, 4935, 5058, 5179, 5302, 5423, 5545, 5666, 5787, 5907, 6029, 6149, 6269, 6387, 6507, 6626, 6743, 6862, 6979, 7095, 7214, 7330, 7446, 7563, 7679, 7797, 7915, 8031, 8150, 8269, 8387, 8506, 8623, 8739, 8858, 8975, 9092, 9210, 9327, 9443, 9559, 9675, 9791, 9907, 10022, 10138, 10254, 10371, 10487, 10603, 10722, 10841, 10958, 11078, 11197, 11314, 11434, 11554, 11673, 11791]"
142,70S1QM,"[94, 209, 323, 439, 555, 670, 786, 901, 1017, 1133, 1250, 1365, 1480, 1597, 1711, 1829, 1943, 2059, 2178, 2295, 2414, 2530, 2649, 2767, 2886, 3005, 3122, 3239, 3357, 3475, 3593, 3710, 3827, 3945, 4062, 4179, 4297, 4413, 4529, 4646, 4762, 4878, 4994, 5110, 5227, 5345, 5462, 5578, 5697, 5814, 5930, 6049, 6166, 6282, 6400, 6517, 6633, 6749, 6865, 6981, 7097, 7212, 7328, 7444, 7558, 7674, 7792, 7908, 8025, 8144, 8262, 8380, 8497, 8615, 8732, 8849, 8965, 9081, 9197, 9312, 9427, 9541, 9656, 9771, 9885, 10001, 10117, 10233, 10351, 10468, 10584, 10703, 10820, 10939, 11056, 11175, 11292, 11411, 11527, 11644, 11760]"
143,TYD5FU,"[46, 165, 282, 398, 514, 631, 747, 865, 982, 1098, 1214, 1331, 1447, 1566, 1683, 1800, 1918, 2034, 2151, 2268, 2385, 2502, 2616, 2734, 2850, 2966, 3082, 3198, 3312, 3430, 3546, 3660, 3776, 3895, 4011, 4128, 4244, 4360, 4476, 4592, 4707, 4820, 4933, 5048, 5161, 5276, 5389, 5504, 5619, 5733, 5849, 5965, 6081, 6196, 6311, 6425, 6540, 6654, 6769, 6885, 7000, 7114, 7228, 7342, 7457, 7570, 7685, 7798, 7912, 8025, 8138, 8250, 8364, 8477, 8590, 8702, 8815, 8929, 9042, 9157, 9270, 9385, 9499, 9614, 9729, 9845, 9960, 10076, 10194, 10311, 10431, 10548, 10666, 10783, 10900, 11016, 11132, 11248, 11364, 11480, 11596, 11712]"
144,66IJUC,"[162, 284, 404, 527, 648, 768, 888, 1007, 1127, 1246, 1365, 1484, 1602, 1720, 1839, 1959, 2078, 2196, 2314, 2432, 2550, 2668, 2787, 2904, 3021, 3140, 3259, 3377, 3496, 3613, 3731, 3848, 3967, 4083, 4200, 4315, 4429, 4545, 4660, 4775, 4889, 5004, 5120, 5236, 5352, 5468, 5585, 5703, 5820, 5937, 6055, 6171, 6288, 6404, 6520, 6635, 6749, 6952, 6952, 7093, 7207, 7321, 7437, 7553, 7669, 7788, 7907, 8025, 8143, 8265, 8388, 8506, 8625, 8740, 8857, 8972, 9085, 9199, 9312, 9424, 9537, 9652, 9768, 9882, 9998, 10116, 10234, 10354, 10474, 10593, 10713, 10834, 10953, 11072, 11189, 11305, 11422, 11540, 11657]"
145,348CK3,"[117, 236, 355, 475, 593, 711, 830, 949, 1067, 1187, 1306, 1425, 1543, 1659, 1777, 1893, 2010, 2126, 2243, 2361, 2478, 2596, 2715, 2834, 2954, 3074, 3195, 3316, 3437, 3558, 3677, 3797, 3917, 4037, 4157, 4274, 4393, 4511, 4629, 4746, 4863, 4981, 5097, 5213, 5328, 5442, 5559, 5674, 5790, 5906, 6022, 6141, 6259, 6379, 6497, 6615, 6734, 6852, 6970, 7087, 7205, 7322, 7438, 7554, 7670, 7786, 7902, 8016, 8130, 8246, 8361, 8477, 8593, 8710, 8829, 8949, 9070, 9191, 9311, 9433, 9552, 9671, 9790, 9906]"
146,AK7UV1,"[152, 274, 396, 516, 637, 757, 876, 996, 1116, 1235, 1235, 1475, 1475, 1593, 1834, 1952, 2074, 2074, 2195, 2286, 2438, 2559, 2680, 2800, 2920, 3038, 3156, 3275, 3391, 3511, 3628, 3746, 3865, 3982, 4100, 4218, 4336, 4455, 4576, 4698, 4821, 4942, 5065, 5187, 5309, 5430, 5551, 5670, 5788, 5907, 6026, 6144, 6261, 6378, 6494, 6611, 6728, 6846, 6964, 7082, 7202, 7388, 7447, 7570, 7570, 7697, 7819, 7945, 8067, 8126, 8306, 8425, 8541, 8656, 8770, 8883, 8996, 9109, 9221, 9335, 9449, 9565, 9685, 9808, 9942, 10073, 10214, 10354, 10494, 10630, 10763, 10892, 11018, 11143, 11270, 11394, 11518, 11642, 11766]"
147,TV7BDU,"[138, 263, 387, 512, 635, 758, 881, 1004, 1127, 1249, 1369, 1491, 1615, 1736, 1860, 1982, 2106, 2232, 2355, 2477, 2600, 2721, 2844, 2965, 3086, 3207, 3328, 3449, 3572, 3695, 3817, 3940, 4063, 4185, 4307, 4429, 4551, 4672, 4795, 4916, 5036, 5157, 5279, 5399, 5520, 5640, 5760, 5881, 6001, 6120, 6239, 6358, 6477, 6595, 6713, 6832, 6950, 7069, 7188, 7307, 7425, 7545, 7665, 7787, 7908, 8029, 8150, 8270, 8389, 8507, 8624, 8741, 8858, 8975, 9092, 9210, 9328, 9447, 9567, 9689, 9810, 9931, 10053, 10175, 10296, 10417, 10536, 10656, 10776, 10895, 11015, 11134, 11253, 11371, 11489, 11606, 11725, 11842]"
148,XKOLIH,"[303, 470, 630, 794, 958, 1126, 1291, 1459, 1627, 1799, 1970, 2143, 2318, 2491, 2662, 2834, 2834, 3006, 3178, 3347, 3519, 3519, 3695, 3870, 4039, 4211, 4390, 4567, 4743, 4918, 5098, 5275, 5423, 5626, 5798, 5963, 6134, 6303, 6475, 6475, 6646, 6814, 6987, 7163, 7334, 7503, 7675, 7850, 7986, 8191, 8362, 8527, 8694, 8862, 9031, 9031, 9202, 9371, 9543, 9718, 9887, 10062, 10235, 10407, 10579, 10755, 10931, 11106, 11279, 11454, 11630, 11630, 11799]"
149,OJYQO0,"[354, 518, 683, 846, 1006, 1162, 1322, 1485, 1646, 1813, 1982, 2153, 2321, 2493, 2662, 2837, 3005, 3177, 3349, 3493, 3700, 3869, 4040, 4212, 4381, 4557, 4736, 4913, 5088, 5265, 5444, 5623, 5796, 5976, 6148, 6320, 6488, 6663, 6835, 7003, 7171, 7343, 7515, 7683, 7852, 8023, 8188, 8355, 8522, 8691, 8858, 9023, 9195, 9363, 9531, 9703, 9874, 10043, 10214, 10383, 10554, 10723, 10891, 11062, 11230, 11398, 11566, 11735]"
150,H6WBG4,"[351, 552, 552, 719, 884, 1048, 1219, 1388, 1559, 1731, 1904, 2076, 2207, 2424, 2424, 2424, 2595, 2763, 2931, 3103, 3271, 3443, 3616, 3791, 3963, 4087, 4308, 4308, 4475, 4642, 4807, 4975, 5143, 5315, 5491, 5666, 5666, 5835, 5835, 6007, 6178, 6351, 6519, 6690, 6863, 7034, 7203, 7375, 7547, 7718, 7718, 7887, 8051, 8219, 8219, 8387, 8554, 8722, 8891, 9022, 9230, 9394, 9562, 9722, 9889, 9889, 10058, 10227, 10227, 10398, 10570, 10742, 10918, 11086, 11258, 11426, 11598, 11766, 11766]"
151,TXMQ73,"[305, 473, 645, 813, 981, 1152, 1321, 1493, 1661, 1829, 2004, 2172, 2341, 2512, 2688, 2861, 3032, 3208, 3384, 3560, 3732, 3905, 4081, 4256, 4429, 4608, 4785, 4961, 5139, 5320, 5496, 5669, 5845, 6021, 6200, 6373, 6549, 6728, 6901, 7077, 7253, 7253, 7428, 7600, 7773, 7945, 7945, 8116, 8281, 8448, 8617, 8784, 8784, 8953, 9121, 9285, 9453, 9622, 9792, 9961, 10133, 10306, 10478, 10653, 10830, 11005, 11177, 11350, 11529, 11701]"
152,GH6B0C,"[343, 494, 642, 791, 943, 1095, 1247, 1402, 1555, 1711, 1867, 2022, 2174, 2326, 2481, 2634, 2785, 2934, 3082, 3230, 3385, 4594, 4746, 4861, 5046, 5046, 5198, 5350, 5498, 5646, 5793, 5941, 6090, 6237, 6385, 6533, 6681, 6829, 6977, 7126, 7273, 7421, 7570, 7722, 7877, 8030, 8182, 8334, 9534, 9678, 9823, 9974, 10123, 10242, 10422, 10650, 10650, 10878, 11003, 11190, 11342, 11494, 11603, 11794]"
153,X73ODA,"[279, 279, 416, 555, 691, 831, 971, 1116, 1263, 1407, 1555, 1703, 1855, 2004, 2155, 2303, 2456, 2607, 2755, 2907, 3059, 3207, 3359, 3511, 3663, 3815, 3967, 4119, 4271, 4423, 4575, 4727, 4883, 5038, 5191, 5346, 5499, 5655, 5810, 5966, 6122, 6278, 6438, 6594, 6746, 6902, 7054, 7210, 7363, 7514, 7662, 7814, 7963, 8111, 8258, 8406, 8555, 8706, 8854, 8998, 9142, 9290, 9434, 9578, 9722, 9865, 10010, 10158, 10306, 10454, 10601, 10746, 10894, 11042, 11190, 11334, 11481, 11629, 11777]"
154,5TPNIA,"[269, 421, 573, 724, 872, 1044, 1172, 1325, 1477, 1628, 1781, 1937, 2093, 2249, 2405, 2564, 2720, 2876, 3032, 3192, 3352, 3508, 3664, 3824, 3984, 5100, 5260, 5420, 5583, 5743, 6532, 6687, 6843, 7015, 7147, 7298, 7447, 7599, 7751, 7899, 8050, 8199, 8350, 8499, 8650, 8802, 8955, 9107, 9258, 9406, 9554, 9703, 9851, 9998, 10146, 10293, 10442, 10590, 10734, 10882, 11029, 11174, 11321, 11469, 11617, 11765]"
155,8F52SH,"[296, 452, 605, 761, 917, 1076, 1229, 1384, 1540, 1697, 1853, 2005, 2161, 2313, 2472, 2625, 2781, 2933, 3085, 3085, 3240, 3396, 3553, 3709, 3861, 4017, 4172, 4325, 4481, 4637, 4797, 4953, 5110, 5273, 5437, 5597, 5754, 5910, 6065, 6222, 6381, 6534, 6685, 6845, 7001, 7158, 7314, 7469, 7622, 7775, 7930, 8086, 8218, 8218, 8399, 8558, 8558, 8718, 8871, 9027, 9182, 9338, 9490, 9639, 9790, 9939, 10087, 10235, 10382, 10526, 10670, 10815, 10962, 11111, 11258, 11403, 11547, 11694, 11843]"
156,UC75FK,"[312, 452, 596, 744, 888, 1036, 1183, 1335, 1487, 1639, 1791, 1940, 2091, 2239, 2383, 2528, 2671, 2815, 2958, 3099, 3242, 3383, 3523, 3663, 3799, 3935, 4071, 4207, 4346, 4490, 4634, 4778, 4922, 5066, 5214, 5358, 5510, 5658, 5810, 5958, 6109, 6258, 6406, 6557, 6705, 6853, 7001, 7154, 7313, 7473, 7629, 7781, 7933, 8089, 8245, 8401, 8557, 8712, 8869, 9028, 9184, 9336, 9485, 9636, 9785, 9936, 10088, 10240, 10388, 10536, 10684, 10832, 10979, 11127, 11275, 11420, 11567, 11715]"
157,ONMTUS,"[182, 334, 486, 638, 786, 934, 1082, 1230, 1378, 1526, 1670, 1818, 1966, 2118, 2266, 2418, 2570, 2726, 2881, 3034, 3186, 3342, 3498, 3653, 3805, 3958, 4110, 4265, 4417, 4569, 4721, 4874, 5030, 5186, 5338, 5490, 5645, 5798, 5950, 6105, 6257, 6409, 6558, 6710, 6858, 7006, 7157, 7306, 7457, 7605, 7750, 7898, 8049, 8197, 8341, 8489, 8637, 8785, 8934, 9085, 9233, 9382, 9533, 9677, 9822, 9969, 10113, 10261, 10406, 10553, 10694, 10837, 10985, 11129, 11270, 11413, 11553, 11694]"
158,48KWQX,"[284, 420, 555, 688, 825, 961, 1096, 1232, 1368, 1504, 1640, 1777, 1916, 2053, 2189, 2328, 2465, 2601, 2740, 2877, 3014, 3153, 3293, 3433, 3570, 3710, 3853, 3994, 4134, 4273, 4411, 4550, 4690, 4827, 4966, 5103, 5239, 5378, 5515, 5654, 5795, 5935, 6076, 6216, 6356, 6499, 6636, 6776, 6916, 7055, 7192, 7331, 7468, 7607, 7744, 7884, 8021, 8160, 8297, 8436, 8572, 8709, 8845, 8980, 9113, 9253, 9389, 9522, 9657, 10594, 10799, 10866, 10866, 11002, 11002, 11070, 11278, 11411, 11547, 11686]"
159,8EXJYB,"[201, 353, 505, 658, 809, 958, 1110, 1266, 1417, 1566, 1718, 1875, 2034, 2187, 2338, 2490, 2642, 2794, 2947, 3099, 3258, 3415, 3570, 3726, 3883, 4043, 4202, 4355, 4483, 4655, 4807, 4959, 5108, 5256, 5404, 5556, 5708, 5856, 6007, 6156, 6312, 6461, 6612, 6757, 6901, 7048, 7193, 7341, 7489, 7640, 7785, 7936, 8084, 8229, 8373, 8516, 8660, 8808, 8957, 9105, 9357, 9357, 9552, 9697, 9841, 9988, 10133, 10281, 10426, 10570, 10714, 10861, 11005, 11150, 11294, 11441, 11586, 11737]"
160,YE6OMP,"[61, 209, 360, 509, 662, 813, 958, 1105, 1253, 1402, 1550, 1698, 1846, 1998, 2149, 2298, 2446, 2598, 2751, 2903, 3054, 3203, 3355, 3510, 3663, 3814, 3967, 4119, 4274, 4426, 4575, 4727, 4879, 5035, 5188, 5340, 5492, 5644, 5799, 5951, 6100, 6251, 6403, 6555, 6712, 6868, 7024, 7176, 7329, 7484, 7637, 7793, 7944, 8096, 8249, 8401, 8557, 8709, 8861, 9010, 9165, 9313, 9461, 9609, 9754, 9905, 10054, 10201, 10346, 10490, 10634, 10782, 10933, 11086, 11238, 11390, 11538, 11686, 11834]"
161,P931MK,"[46, 202, 359, 518, 674, 826, 974, 1126, 1279, 1434, 1590, 1746, 1895, 2046, 2162, 2354, 2514, 2671, 2826, 2982, 2982, 3139, 3302, 3458, 3458, 3615, 3771, 3930, 4094, 4254, 4410, 4570, 4726, 4886, 5046, 5205, 5358, 5517, 5694, 5838, 5998, 6153, 6306, 6458, 6617, 6777, 6937, 7098, 7258, 7417, 7574, 7734, 7894, 8054, 8214, 8381, 8549, 8709, 8866, 9022, 9177, 9333, 9485, 9634, 9781, 9926, 10081, 10233, 10386, 10537, 10689, 10838, 10989, 11137, 11286, 11445, 11601, 11762]"
162,LADZS5,"[140, 292, 444, 600, 756, 908, 1064, 1216, 1375, 1528, 1683, 1836, 1991, 2148, 2304, 2459, 2612, 2767, 2924, 3079, 3232, 3387, 3540, 3699, 3859, 4016, 4171, 4319, 4471, 4623, 4779, 4935, 5087, 5239, 5391, 5546, 5699, 5851, 6003, 6159, 6312, 6464, 6619, 6771, 6927, 7079, 7231, 7379, 7531, 7686, 7835, 7987, 8135, 8291, 8443, 8595, 8743, 8891, 9042, 9191]"
163,5PU485,"[86, 238, 391, 546, 699, 854, 1010, 1162, 1162, 1311, 1463, 1615, 1766, 1915, 2067, 2218, 2378, 2534, 2690, 2846, 3002, 3002, 3159, 3314, 3471, 3627, 3782, 3934, 4083, 4234, 4383, 4530, 4678, 4827, 4979, 5138, 5294, 5454, 5606, 5758, 5910, 6062, 6223, 6382, 6538, 6694, 6846, 7002, 7158, 7302, 7449, 7593, 7738, 7890, 8045, 8198, 8353, 8505, 8661, 8817, 8970, 9125, 9281, 9437, 9593, 9745, 9901, 10056, 10208, 10353, 10500, 10640, 10777, 10916, 11060, 11204, 11352, 11500, 11648, 11795]"
164,IRGPAF,"[290, 446, 606, 606, 770, 930, 1090, 1246, 1402, 1554, 1707, 1862, 2018, 2174, 2326, 2478, 2630, 2786, 2938, 3089, 3242, 3398, 3558, 3714, 3869, 4025, 4182, 4338, 4494, 4654, 4814, 4974, 5134, 5293, 5453, 5610, 5769, 5929, 6090, 6250, 6410, 6566, 6726, 6886, 7046, 7205, 7358, 7514, 7670, 7830, 7986, 8142, 8297, 8454, 8614, 8774, 8933, 9089, 9246, 9409, 9570, 9730, 9886, 10042, 10202, 10362, 10518, 10674, 10833, 10990, 11146, 11302, 11454, 11602, 11754]"
165,I2RMIU,"[257, 412, 568, 721, 873, 1028, 1181, 1337, 1493, 1649, 1801, 1953, 2108, 2265, 2421, 2581, 2744, 2904, 3060, 3217, 3373, 3532, 3693, 3853, 4017, 4177, 4341, 4509, 4673, 4841, 5005, 5169, 5337, 5505, 5669, 5829, 5985, 6145, 6305, 6473, 6641, 6805, 6965, 7125, 7289, 7453, 7614, 7777, 7941, 8105, 8270, 8438, 8601, 8761, 8921, 9081, 9241, 9397, 9554, 9709, 9865, 10025, 10181, 10334, 10486, 10642, 10801, 10958, 11118, 11277, 11437, 11598, 11757]"
166,4S8AL4,"[328, 484, 644, 800, 963, 1128, 1291, 1448, 1604, 1704, 1704, 1915, 2071, 2232, 2392, 2551, 2708, 2864, 3024, 3188, 3512, 3676, 3840, 4005, 4168, 4332, 4497, 4664, 4828, 4996, 5156, 5320, 5488, 5655, 5816, 5976, 6132, 6292, 6452, 6615, 6776, 6936, 7095, 7255, 7419, 7580, 7744, 7912, 8083, 8255, 8423, 8592, 8763, 8932, 9100, 9263, 9428, 9592, 9760, 9924, 10084, 10244, 10404, 10568, 10735, 10895, 11055, 11219, 11384, 11548, 11707]"
167,SPT2MZ,"[375, 538, 695, 851, 1007, 1163, 1323, 1487, 1487, 1651, 1814, 1975, 2138, 2302, 2470, 2642, 2814, 2983, 3154, 3315, 3477, 3634, 3798, 3962, 4126, 4298, 4298, 4466, 4634, 4798, 4958, 5115, 5278, 5442, 5606, 5766, 5926, 6087, 6247, 6411, 6570, 6730, 6891, 7051, 7207, 7366, 7523, 7679, 7843, 7999, 8158, 8315, 8474, 8635, 8796, 8959, 8959, 9123, 9287, 9448, 9611, 9771, 9939, 10104, 10267, 10427, 10587, 10744, 10744, 10908, 11071, 11231, 11390, 11547, 11706]"
168,D96SZ7,"[316, 484, 652, 816, 983, 1148, 1312, 1480, 1652, 1831, 2008, 2179, 2344, 2508, 2668, 2836, 3000, 3164, 3324, 3488, 3648, 3812, 3979, 4144, 4308, 4472, 4640, 4804, 4968, 5124, 5284, 5440, 5596, 5748, 5900, 6056, 6208, 6364, 6524, 6687, 6852, 7020, 7184, 7347, 7512, 7680, 7856, 8024, 8192, 8360, 8531, 8704, 8876, 9048, 9216, 9380, 9548, 9712, 9875, 10036, 10200, 10360, 10520, 10680, 10840, 11004, 11164, 11324, 11484, 11644, 11808]"
169,R61QZJ,"[489, 653, 820, 992, 1168, 1341, 1512, 1677, 1844, 2009, 2181, 2353, 2528, 2697, 2864, 3028, 3193, 3361, 3532, 3704, 3872, 4036, 4200, 4365, 4536, 4708, 4873, 5037, 5200, 5361, 5524, 5692, 5864, 6032, 6196, 6357, 6524, 6696, 6868, 7037, 7204, 7372, 7544, 7712, 7876, 8036, 8200, 8364, 8536, 8708, 8876, 9040, 9201, 9364, 9525, 9692, 9860, 10020, 10184, 10345, 10512, 10672, 10832, 10992, 11156, 11320, 11480, 11640, 11800]"
170,K3BBWL,"[491, 651, 807, 967, 1127, 1291, 1451, 1611, 1774, 1934, 2102, 2270, 2434, 2598, 2762, 2925, 3090, 3254, 3417, 3578, 3737, 3901, 4065, 4225, 4381, 4537, 4697, 4860, 5020, 5177, 5337, 5496, 5656, 5820, 5980, 6136, 6292, 6452, 6612, 6776, 6932, 7092, 7252, 7416, 7576, 7736, 7896, 8060, 8231, 8396, 8563, 8731, 8900, 9075, 9243, 9411, 9576, 9743, 9911, 10076, 10243, 10403, 10563, 10727, 10891, 11051, 11211, 11370, 11527, 11687]"
171,H973TU,"[38, 167, 296, 426, 557, 688, 820, 953, 1085, 1217, 1348, 1477, 1606, 1735, 1865, 1996, 2126, 2257, 2387, 2517, 2647, 2776, 2905, 3034, 3163, 3291, 3418, 3545, 3671, 3796, 3921, 4045, 4169, 4293, 4416, 4539, 4661, 4783, 4906, 5029, 5152, 5275, 5398, 5522, 5645, 5768, 5891, 6014, 6136, 6257, 6378, 6500, 6621, 6742, 6863, 6984, 7105, 7225, 7346, 7466, 7586, 7706, 7827, 7949, 8072, 8197, 8323, 8452, 8581, 8711, 8839, 8967, 9093, 9219, 9344, 9469, 9594, 9718, 9841, 9965, 10089, 10212, 10335, 10459, 10583, 10708, 10834, 10963, 11093, 11224, 11356, 11489, 11621, 11751]"
172,CNEB9T,"[71, 199, 325, 451, 576, 699, 823, 945, 1069, 1193, 1318, 1444, 1569, 1696, 1824, 1952, 2081, 2210, 2339, 2468, 2595, 2721, 2847, 2972, 3097, 3223, 3349, 3475, 3602, 3730, 3858, 3985, 4114, 4244, 4374, 4502, 4630, 4758, 4885, 5012, 5137, 5263, 5389, 5515, 5642, 5771, 5900, 6030, 6160, 6290, 6419, 6549, 6678, 6806, 6935, 7064, 7193, 7322, 7451, 7581, 7710, 7839, 7969, 8098, 8227, 8357, 8486, 8616, 8747, 8878, 9009, 9141, 9273, 9406, 9537, 9668, 9800, 9932, 10062, 10193, 10324, 10454, 10584, 10714, 10843, 10972, 11102, 11231, 11360, 11489, 11618, 11746]"
173,T0Y2RI,"[97, 228, 358, 488, 618, 749, 880, 1011, 1143, 1274, 1405, 1536, 1667, 1797, 1928, 2059, 2188, 2320, 2452, 2585, 2718, 2851, 2984, 3118, 3251, 3384, 3517, 3648, 3779, 3910, 4041, 4172, 4303, 4434, 4566, 4697, 4827, 4958, 5088, 5217, 5346, 5475, 5604, 5732, 5860, 5989, 6117, 6245, 6374, 6504, 6633, 6762, 6891, 7021, 7150, 7280, 7408, 7537, 7666, 7795, 7924, 8053, 8181, 8310, 8438, 8567, 8697, 8826, 8956, 9086, 9216, 9345, 9474, 9604, 9734, 9863, 9993, 10122, 10253, 10384, 10515, 10646, 10777, 10908, 11040, 11172, 11303, 11434, 11566, 11697]"
174,BW2JZD,"[142, 271, 399, 527, 657, 786, 917, 1047, 1177, 1306, 1437, 1566, 1694, 1824, 1953, 2081, 2210, 2338, 2466, 2595, 2724, 2853, 2981, 3110, 3241, 3371, 3502, 3633, 3764, 3893, 4022, 4150, 4277, 4404, 4529, 4654, 4779, 4904, 5028, 5151, 5275, 5399, 5524, 5652, 5780, 5911, 6040, 6171, 6301, 6432, 6563, 6693, 6823, 6953, 7081, 7210, 7338, 7465, 7592, 7719, 7847, 7974, 8100, 8228, 8354, 8480, 8608, 8736, 8863, 8991, 9119, 9247, 9374, 9500, 9628, 9755, 9882, 10010, 10138, 10266, 10394, 10521, 10649, 10777, 10905, 11033, 11162, 11290, 11419, 11548, 11678]"
175,LDFGK1,"[56, 197, 337, 477, 616, 755, 894, 1032, 1171, 1309, 1447, 1585, 1724, 1863, 2002, 2141, 2281, 2421, 2561, 2700, 2839, 2978, 3117, 3257, 3397, 3537, 3677, 3818, 3959, 4100, 4240, 4381, 4523, 4666, 4810, 4953, 5096, 5238, 5379, 5520, 5660, 5800, 5940, 6081, 6220, 6360, 6498, 6637, 6776, 6914, 7052, 7189, 7327, 7465, 7604, 7742, 7881, 8021, 8160, 8299, 8437, 8575, 8712, 8850, 8988, 9127, 9269, 9411, 9555, 9698, 9841, 9983, 10128, 10271, 10414, 10555, 10695, 10835, 10973, 11112, 11250, 11389, 11528, 11667, 11806]"
176,W6QG3A,"[183, 324, 464, 604, 746, 887, 1030, 1174, 1318, 1463, 1606, 1750, 1893, 2038, 2182, 2325, 2469, 2612, 2755, 2897, 3038, 3180, 3322, 3462, 3604, 3747, 3889, 4031, 4173, 4315, 4455, 4595, 4735, 4875, 5015, 5155, 5295, 5435, 5575, 5715, 5855, 5994, 6133, 6272, 6412, 6552, 6692, 6831, 6971, 7113, 7257, 7401, 7544, 7688, 7832, 7976, 8120, 8263, 8406, 8551, 8694, 8838, 8982, 9126, 9271, 9416, 9563, 9709, 9854, 9999, 10143, 10287, 10430, 10573, 10715, 10856, 10998, 11141, 11283, 11428, 11572, 11716]"
